matricula,provincia,archivo,credito,fuente_url,notas
LV-BEU,Tucumán,fotos/LV-BEU_citation_bravo.jpg,Joaquín Spotter (@joaquinspotter),https://www.instagram.com/p/DFHBdsTgNiK/,"Citation Bravo Gobierno de Tucumán; pendiente subir archivo para recortar"
