provincia,organismo,matricula,hex,tipo,categoria,estado,confianza,titular_registrado,fuente,notas
AFA / fútbol,Usado por Claudio 'Chiqui' Tapia,LV-SYG,,Gulfstream G400 (GLF4),avión,activo,ALTA,,Cadena3 / Nexofin,"ex T7-SUE (San Marino), S/N 1522. Operado por Flyzar (Serv. y Empr. Aeronáuticos SA)"
